sensor_id,date,avg_air_temp,avg_growth,X,Y,Common_Name
92243501,2024-03-24,23.782608695652176,2618.086956521739,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-03-25,23.807291666666668,2072.4375,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-03-26,24.291666666666668,1766.34375,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-03-27,24.860677083333332,1741.5625,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-03-28,25.797526041666668,1834.3020833333333,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-03-29,22.391927083333332,1667.0416666666667,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-03-30,21.764973958333332,1648.2083333333333,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-03-31,22.272786458333332,1712.2291666666667,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-01,23.848307291666668,1752.15625,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-02,24.552083333333332,1890.3229166666667,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-03,26.972005208333332,1968.0104166666667,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-04,24.074869791666668,2066.0729166666665,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-05,21.997395833333332,2003.6979166666667,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-06,21.619140625,1979.4166666666667,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-07,21.986979166666668,2029.96875,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-08,22.722005208333332,2056.03125,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-09,23.346354166666668,2084.15625,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-10,25.079427083333332,2118.21875,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-11,26.124348958333332,2269.9479166666665,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-12,25.1328125,2332.78125,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-13,22.228515625,2349.8958333333335,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-14,21.884114583333332,2397.2083333333335,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-15,22.59765625,2421.7604166666665,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-16,23.928385416666668,2483.4166666666665,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-17,24.731770833333332,2575.3125,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-18,24.352213541666668,2657.0625,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-19,25.055989583333332,2717.21875,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-20,24.522786458333332,2830.40625,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-21,25.515625,2935.0520833333335,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-22,24.111979166666668,3023.21875,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-23,22.508463541666668,3215.375,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-24,22.817057291666668,3202.0208333333335,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-25,23.159505208333332,3197.1770833333335,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-26,23.581380208333332,3220.5,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-27,24.6171875,3262.0729166666665,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-28,24.837890625,3332.9270833333335,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-29,25.067708333333332,3404.6666666666665,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-04-30,23.998697916666668,3617.65625,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-05-01,24.382161458333332,3822.6354166666665,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-05-02,26.095052083333332,3828.46875,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-05-03,25.66796875,3837.0416666666665,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-05-04,26.192708333333332,3895.9791666666665,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-05-05,26.3984375,3904.125,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-05-06,26.599609375,3952.5729166666665,-80.2800038,25.7228438,Big Leaf Mahogany
92243501,2024-05-07,26.994140625,4032.7395833333335,-80.2800038,25.7228438,Big Leaf Mahogany
